date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:23	46453/46453	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/single-event-page.html	html.webinane.com/lifeline/single-event-page.html	(from https://html.webinane.com/lifeline/)
21:46:24	39392/39392	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/successful-stories.html	html.webinane.com/lifeline/successful-stories.html	(from https://html.webinane.com/lifeline/)
21:46:25	41537/41537	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/single-post-project2.html	html.webinane.com/lifeline/single-post-project2.html	(from https://html.webinane.com/lifeline/)
21:46:26	46308/46308	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/single-post-project.html	html.webinane.com/lifeline/single-post-project.html	(from https://html.webinane.com/lifeline/)
21:46:27	39025/39025	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/services-single.html	html.webinane.com/lifeline/services-single.html	(from https://html.webinane.com/lifeline/)
21:46:28	47042/47042	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/single-causes.html	html.webinane.com/lifeline/single-causes.html	(from https://html.webinane.com/lifeline/)
21:46:29	39887/39887	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/causes.html	html.webinane.com/lifeline/causes.html	(from https://html.webinane.com/lifeline/)
21:46:30	39053/39053	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/causes2.html	html.webinane.com/lifeline/causes2.html	(from https://html.webinane.com/lifeline/)
21:46:31	39388/39388	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/causes3.html	html.webinane.com/lifeline/causes3.html	(from https://html.webinane.com/lifeline/)
21:46:32	42656/42656	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jun%202020%2010:43:40%20GMT	https://html.webinane.com/lifeline/causes-with-sidebar.html	html.webinane.com/lifeline/causes-with-sidebar.html	(from https://html.webinane.com/lifeline/)
